27,44,79,1114,1116
27,47,74,1138,1045
29,46,83,1174,1173
30,47,73,1196,1057
26,53,75,1088,1230
15,45,81,1183,1186
13,44,71,1123,1038
19,47,79,1163,1171
20,42,71,1178,1051
8,41,84,1253,1273
7,47,69,1094,1040
24,56,70,1239,1057
9,45,78,1179,1193
28,54,73,1209,1123
27,45,76,1210,1173
29,44,70,1083,1235
9,43,78,1229,1232
26,42,73,1156,1161
19,46,70,1111,1211
18,46,75,1191,1233
25,54,73,1200,1182
29,49,64,1042,1117
30,53,63,1026,1209
12,44,66,1104,1079
17,47,74,1230,1210
24,43,64,1071,1088
21,42,64,1118,1075
26,45,63,1275,1085
22,47,65,1251,1126
18,41,62,1077,1108
23,44,68,1199,1229
27,53,68,1245,1199
29,45,65,1152,1268
14,44,69,1253,1245
5,47,59,1197,1068
30,44,56,1028,1271
30,55,59,1191,1087
7,41,59,1089,1128
26,44,58,1080,1072
9,47,58,1073,1115
30,45,56,1044,1135
28,48,62,1218,1174
29,52,54,1027,1208
11,43,63,1204,1256
24,54,59,1128,1279
25,47,57,1090,1275
10,46,60,1158,1159
30,52,54,1274,1050
10,41,53,1267,1050
4,47,58,1152,1244
10,45,62,1266,1234
30,46,54,1200,1085
29,47,56,1139,1249
3,42,52,1063,1074
9,41,54,1207,1108
13,42,52,1126,1076
18,42,53,1133,1151
14,45,51,1197,1120
13,48,21,1166,474
2,42,54,1250,1229
12,41,45,1028,1230
23,48,17,1033,394
29,50,44,1217,1024
11,42,45,1093,1057
3,43,46,1203,1096
25,42,46,1222,1097
15,42,47,1253,1121
28,44,43,1029,1256
29,51,48,1163,1174
30,43,42,1026,1082
10,44,45,1151,1102
28,55,45,1103,1127
21,44,44,1080,1216
24,53,49,1207,1229
28,47,44,1139,1085
12,43,47,1200,1193
18,44,41,1050,1126
7,45,43,1237,1126
13,43,41,1222,1092
17,41,43,1162,1240
25,55,40,1258,1082
25,52,28,1161,769
14,47,39,1272,1086
28,43,38,1060,1086
24,41,39,1090,1177
27,42,37,1053,1183
26,48,15,1115,427
28,45,39,1182,1116
25,43,41,1263,1175
3,47,37,1077,1097
8,44,43,1254,1253
19,42,39,1150,1250
10,48,13,1155,385
10,42,35,1067,1048
16,47,35,1071,1049
20,46,41,1245,1265
30,56,35,1139,1074
30,54,35,1079,1205
2,43,38,1184,1268
12,46,33,1029,1257
19,45,35,1105,1255
29,56,31,1147,1015
10,43,31,1058,1025
29,43,32,1184,1063
14,48,12,1252,408
28,56,31,1197,1096
12,45,29,1031,1257
1,42,29,1042,1244
24,55,28,1159,1025
25,56,26,1250,974
7,44,29,1137,1094
30,50,32,1222,1249
27,41,26,1238,1039
15,46,28,1193,1121
8,47,26,1219,1041
14,41,28,1280,1175
29,41,26,1103,1094
18,43,27,1141,1162
25,53,28,1270,1213
27,55,25,1096,1188
17,44,24,1188,1055
28,46,23,1024,1108
13,47,26,1230,1171
26,55,24,1112,1153
16,43,25,1174,1218
20,43,23,1116,1091
13,45,23,1229,1092
14,43,23,1150,1111
17,46,22,1094,1071
23,47,21,1041,1174
16,46,21,1069,1222
7,46,24,1234,1264
28,53,20,1057,1096
26,54,20,1084,1062
28,42,18,1028,1266
7,42,18,1033,1085
29,54,18,1095,1120
31,56,17,1243,1066
20,47,18,1143,1267
8,46,17,1228,1121
15,48,6,1212,409
11,46,16,1100,1119
16,42,16,1181,1126
11,47,15,1207,1241
20,45,14,1175,1135
29,53,14,1237,1190
17,43,14,1258,1191
20,44,12,1043,1179
21,46,3,270,309
1,43,13,1190,1173
15,41,12,1211,1084
6,47,11,1112,1038
23,43,10,1074,1125
28,51,11,1242,1253
24,47,9,1121,1269
26,46,9,1167,1262
8,43,8,1107,1223
15,47,7,1152,1027
26,47,7,1159,1051
23,42,8,1222,1244
21,45,7,1107,1154
30,49,6,1234,1251
28,52,5,1130,1037
16,41,5,1154,1140
4,42,4,1032,1064
20,41,4,1050,1112
15,44,4,1161,1064
24,42,3,1260,1106
30,42,3,1249,1155
27,56,2,1248,1057
18,47,2,1216,1087
16,44,2,1262,1268
26,43,1,1242,1181


Shards
ShardH,ShardV,Ganho,CustoH,CustoV,LidaPor
25,44,86,1088,128,25
24,44,90,1118,149,30
4,41,81,140,1062,17
4,44,57,1240,151,17
6,46,97,1138,262,55
1,46,87,1093,268,55
2,46,82,1053,266,21
25,46,78,1166,260,25
23,46,89,1118,299,33
1,44,44,1083,151,79
3,46,77,1163,270,29
24,46,79,1149,286,30
21,48,99,1144,408,24
16,48,91,1119,416,52
2,48,97,1172,452,52
5,46,60,1163,281,16
2,44,30,1069,144,79
8,48,81,1089,467,32
9,48,72,1262,417,40
4,48,77,1256,474,52
1,48,63,1229,394,52
19,48,65,1112,414,52
3,48,73,1094,467,29
5,48,61,1118,416,52
25,48,63,1059,441,52
6,48,54,1147,417,52
3,44,19,1209,154,79
22,48,56,1202,454,15
17,48,50,1239,425,31
7,48,47,1090,413,20
21,47,100,1030,1270,24
8,45,99,1028,1037,32
29,48,100,1208,1046,52
26,52,63,1124,665,5
24,48,39,1207,414,52
13,46,99,1202,1081,34
9,42,99,1083,1236,40
10,47,96,1213,1051,36
3,41,98,1087,1158,48
4,43,96,1117,1069,72
20,48,37,1172,413,52
9,46,93,1040,1270,40
14,42,98,1252,1096,41
12,47,96,1080,1227,27
5,41,79,1232,900,48
11,41,94,1074,1154,28
29,55,94,1186,1075,18
18,48,41,1182,469,26
30,48,90,1280,1034,-1
30,41,95,1252,1094,48
1,41,91,1049,1060,48
28,50,89,1026,1217,49
12,48,36,1098,418,27
25,41,46,536,1026,-1
27,43,91,1229,1076,22
14,46,97,1149,1213,41
23,41,86,1027,1047,33
17,45,99,1277,1183,31
29,42,100,1200,1237,44
17,42,96,1212,1157,44
30,51,88,1079,1061,-1
18,45,90,1178,1088,26
19,43,92,1175,1117,72
11,45,89,1207,1084,28
2,41,96,1173,1259,-1
22,46,24,1123,294,55
1,47,86,1194,1064,38
15,43,88,1102,1156,43
24,52,82,1033,1064,-1
11,44,89,1137,1136,79
7,43,87,1111,1157,72
27,52,62,1245,793,-1
12,42,81,1236,1037,44
27,48,35,1190,457,52
4,46,22,1238,288,55
13,41,78,1024,1173,34
9,44,86,1138,1131,79
8,42,79,1040,1125,32
21,43,77,1122,1033,72
26,56,80,1198,1074,35
26,41,78,1203,1052,35
19,41,82,1107,1225,-1
28,41,92,1248,1251,49
16,45,79,1072,1139,67
21,41,77,1061,1212,-1
27,54,89,1254,1228,-1
19,44,75,1036,1069,79
27,46,78,1080,1107,55
11,48,30,1119,422,-1
28,49,75,1057,1193,49
2,47,82,1156,1265,38
27,44,79,1114,1116,79
27,47,74,1138,1045,38
29,46,83,1174,1173,55
30,47,73,1196,1057,-1
26,53,75,1088,1230,19
15,45,81,1183,1186,43
13,44,71,1123,1038,34
19,47,79,1163,1171,-1
20,42,71,1178,1051,-1
8,41,84,1253,1273,-1
7,47,69,1094,1040,-1
24,56,70,1239,1057,-1
9,45,78,1179,1193,67
28,54,73,1209,1123,49
27,45,76,1210,1173,67
29,44,70,1083,1235,79
9,43,78,1229,1232,72
26,42,73,1156,1161,35
19,46,70,1111,1211,55
18,46,75,1191,1233,55
25,54,73,1200,1182,-1
29,49,64,1042,1117,-1
30,53,63,1026,1209,-1
12,44,66,1104,1079,79
17,47,74,1230,1210,-1
24,43,64,1071,1088,72
21,42,64,1118,1075,-1
26,45,63,1275,1085,67
22,47,65,1251,1126,-1
18,41,62,1077,1108,-1
23,44,68,1199,1229,33
27,53,68,1245,1199,-1
29,45,65,1152,1268,67
14,44,69,1253,1245,41
5,47,59,1197,1068,-1
30,44,56,1028,1271,79
30,55,59,1191,1087,-1
7,41,59,1089,1128,-1
26,44,58,1080,1072,79
9,47,58,1073,1115,-1
30,45,56,1044,1135,67
28,48,62,1218,1174,-1
29,52,54,1027,1208,-1
11,43,63,1204,1256,72
24,54,59,1128,1279,-1
25,47,57,1090,1275,-1
10,46,60,1158,1159,36
30,52,54,1274,1050,-1
10,41,53,1267,1050,36
4,47,58,1152,1244,-1
10,45,62,1266,1234,67
30,46,54,1200,1085,-1
29,47,56,1139,1249,-1
3,42,52,1063,1074,-1
9,41,54,1207,1108,-1
13,42,52,1126,1076,-1
18,42,53,1133,1151,-1
14,45,51,1197,1120,-1
13,48,21,1166,474,-1
2,42,54,1250,1229,-1
12,41,45,1028,1230,-1
23,48,17,1033,394,-1
29,50,44,1217,1024,7
11,42,45,1093,1057,-1
3,43,46,1203,1096,72
25,42,46,1222,1097,-1
15,42,47,1253,1121,43
28,44,43,1029,1256,49
29,51,48,1163,1174,-1
30,43,42,1026,1082,-1
10,44,45,1151,1102,79
28,55,45,1103,1127,-1
21,44,44,1080,1216,79
24,53,49,1207,1229,-1
28,47,44,1139,1085,-1
12,43,47,1200,1193,-1
18,44,41,1050,1126,-1
7,45,43,1237,1126,-1
13,43,41,1222,1092,-1
17,41,43,1162,1240,-1
25,55,40,1258,1082,-1
25,52,28,1161,769,-1
14,47,39,1272,1086,-1
28,43,38,1060,1086,-1
24,41,39,1090,1177,-1
27,42,37,1053,1183,-1
26,48,15,1115,427,-1
28,45,39,1182,1116,-1
25,43,41,1263,1175,-1
3,47,37,1077,1097,-1
8,44,43,1254,1253,-1
19,42,39,1150,1250,-1
10,48,13,1155,385,-1
10,42,35,1067,1048,-1
16,47,35,1071,1049,-1
20,46,41,1245,1265,-1
30,56,35,1139,1074,-1
30,54,35,1079,1205,-1
2,43,38,1184,1268,-1
12,46,33,1029,1257,-1
19,45,35,1105,1255,-1
29,56,31,1147,1015,2
10,43,31,1058,1025,-1
29,43,32,1184,1063,-1
14,48,12,1252,408,-1
28,56,31,1197,1096,-1
12,45,29,1031,1257,-1
1,42,29,1042,1244,-1
24,55,28,1159,1025,-1
25,56,26,1250,974,-1
7,44,29,1137,1094,-1
30,50,32,1222,1249,-1
27,41,26,1238,1039,-1
15,46,28,1193,1121,-1
8,47,26,1219,1041,-1
14,41,28,1280,1175,-1
29,41,26,1103,1094,-1
18,43,27,1141,1162,-1
25,53,28,1270,1213,-1
27,55,25,1096,1188,-1
17,44,24,1188,1055,-1
28,46,23,1024,1108,-1
13,47,26,1230,1171,-1
26,55,24,1112,1153,-1
16,43,25,1174,1218,-1
20,43,23,1116,1091,12
13,45,23,1229,1092,-1
14,43,23,1150,1111,-1
17,46,22,1094,1071,-1
23,47,21,1041,1174,-1
16,46,21,1069,1222,-1
7,46,24,1234,1264,-1
28,53,20,1057,1096,-1
26,54,20,1084,1062,-1
28,42,18,1028,1266,-1
7,42,18,1033,1085,-1
29,54,18,1095,1120,-1
31,56,17,1243,1066,13
20,47,18,1143,1267,-1
8,46,17,1228,1121,-1
15,48,6,1212,409,-1
11,46,16,1100,1119,-1
16,42,16,1181,1126,-1
11,47,15,1207,1241,-1
20,45,14,1175,1135,-1
29,53,14,1237,1190,-1
17,43,14,1258,1191,-1
20,44,12,1043,1179,-1
21,46,3,270,309,24
1,43,13,1190,1173,-1
15,41,12,1211,1084,-1
6,47,11,1112,1038,-1
23,43,10,1074,1125,-1
28,51,11,1242,1253,-1
24,47,9,1121,1269,-1
26,46,9,1167,1262,-1
8,43,8,1107,1223,-1
15,47,7,1152,1027,-1
26,47,7,1159,1051,-1
23,42,8,1222,1244,-1
21,45,7,1107,1154,-1
30,49,6,1234,1251,-1
28,52,5,1130,1037,-1
16,41,5,1154,1140,-1
4,42,4,1032,1064,-1
20,41,4,1050,1112,-1
15,44,4,1161,1064,-1
24,42,3,1260,1106,-1
30,42,3,1249,1155,-1
27,56,2,1248,1057,-1
18,47,2,1216,1087,-1
16,44,2,1262,1268,-1
26,43,1,1242,1181,-1

Satelites
Num,PosVetor,MemTotal,MemRestante
30,0,1024,1024
29,1,1024,1024
56,2,1024,9
19,3,1024,1024
54,4,1024,1024
52,5,1024,359
51,6,1024,1024
50,7,1024,0
1,8,1024,1024
49,9,1024,1024
6,10,1045,1045
16,11,1055,1055
20,12,1119,3
31,13,1243,0
71,14,1408,1408
22,15,1456,254
5,16,1778,615
4,17,1984,604
55,18,1991,916
53,19,2015,785
7,20,2114,1024
2,21,2116,1063
27,22,2171,942
75,23,2280,2280
21,24,2460,16
25,25,2552,298
18,26,2585,225
12,27,2733,555
11,28,2901,620
3,29,2993,736
24,30,3045,778
17,31,3231,715
8,32,3260,103
23,33,3467,123
13,34,3470,121
26,35,3588,31
10,36,3820,182
37,37,3908,3908
47,38,4007,633
57,39,4028,4028
9,40,4141,756
14,41,4246,592
77,42,4371,4371
15,43,4432,894
42,44,4443,1012
64,45,4835,4835
80,46,4983,4983
34,47,5123,5123
41,48,5161,949
28,49,5588,19
38,50,5644,5644
76,51,5690,5690
48,52,5920,166
69,53,6160,6160
33,54,6318,6318
46,55,6382,546
63,56,6564,6564
72,57,6922,6922
73,58,6936,6936
78,59,7124,7124
60,60,7186,7186
59,61,7578,7578
70,62,7831,7831
66,63,8022,8022
79,64,8193,8193
68,65,8384,8384
40,66,8398,8398
45,67,8410,183
61,68,8612,8612
65,69,8694,8694
35,70,9346,9346
39,71,9591,9591
43,72,9678,630
58,73,9820,9820
36,74,11270,11270
62,75,11413,11413
74,76,11450,11450
32,77,11616,11616
67,78,11654,11654
44,79,12223,347

Satelites80


Shards264


Objetivo8450


Maximo13666


Time3

